video_id,title,published,duration_seconds,url,docx,json,summary_preview
QeOpoH0fEd0,ISTANA & TRUNOJOYO BIKIN TIM REFORMASI SENDIRI-SENDIRI. KETUA TIM AKUI DOSA-DOSA POLRI,20250925,4101,https://www.youtube.com/watch?v=QeOpoH0fEd0,akbarfaizaluncensored/20250925_ISTANA  TRUNOJOYO BIKIN TIM REFORMASI SENDIRI-SENDIRI KETUA_QeOpoH0fEd0.docx,akbarfaizaluncensored/20250925_ISTANA  TRUNOJOYO BIKIN TIM REFORMASI SENDIRI-SENDIRI KETUA_QeOpoH0fEd0.json,"## Overview The video discusses two parallel initiatives for police reform in Indonesia: one established by President Joko Widodo through a Presidential Decree, and another formed internally by the National Police (Polri) itself. This development arises from persistent public complaints regarding th"
veQ2JnHvlfk,"SORAYA HAQUE TENTANG AMARAH RAKYAT. ""RAKYAT SUDAH FRUSTRASI""",20250909,2969,https://www.youtube.com/watch?v=veQ2JnHvlfk,akbarfaizaluncensored/20250909_SORAYA HAQUE TENTANG AMARAH RAKYAT RAKYAT SUDAH FRUSTRASI_veQ2JnHvlfk.docx,akbarfaizaluncensored/20250909_SORAYA HAQUE TENTANG AMARAH RAKYAT RAKYAT SUDAH FRUSTRASI_veQ2JnHvlfk.json,"## Overview This video from akbarfaizaluncensored features a discussion with Soraya Haque, an academic, legal expert, and public figure, delving into the deep-seated anger and frustration of the Indonesian populace towards its government and legislative bodies. The conversation highlights issues of "
49iCHh7XwXc,"KY BUKA SUARA PERDAGANGAN PUTUSAN HAKIM HINGGA MA. ""ZAROF RICAR JARINGAN PENTING MAFIA HUKUM""",20241119,3796,https://www.youtube.com/watch?v=49iCHh7XwXc,akbarfaizaluncensored/20241119_KY BUKA SUARA PERDAGANGAN PUTUSAN HAKIM HINGGA MA ZAROF RICA_49iCHh7XwXc.docx,akbarfaizaluncensored/20241119_KY BUKA SUARA PERDAGANGAN PUTUSAN HAKIM HINGGA MA ZAROF RICA_49iCHh7XwXc.json,"===== OUTPUT 1: EMAIL SUMMARY ===== ## Overview This video from Akbar Faizal Uncensored delves into the pervasive issue of judicial corruption in Indonesia, triggered by the recent high-profile arrest of Sharof Ricar. Featuring an interview with Sukma Violeta, a member of the Judicial Commission (Ko"
zrDXjuBpT9o,"LAPORAN LANGSUNG AFU DARI COP-28 DUBAI: ""CATATAN AKHIR REZIM JOKOWI SOAL CLIMATE CHANGE""",20231223,1571,https://www.youtube.com/watch?v=zrDXjuBpT9o,akbarfaizaluncensored/20231223_LAPORAN LANGSUNG AFU DARI COP-28 DUBAI CATATAN AKHIR REZIM J_zrDXjuBpT9o.docx,akbarfaizaluncensored/20231223_LAPORAN LANGSUNG AFU DARI COP-28 DUBAI CATATAN AKHIR REZIM J_zrDXjuBpT9o.json,"**OUTPUT 1: EMAIL SUMMARY** ## Overview This report summarizes the Indonesian delegation's participation at COP28 in Dubai, focusing on the nation's climate change commitments and strategies. The discussion, featuring Deputy Minister of Environment and Forestry (LHK) Alue Silalahi and Director Gener"
oLb4BkcJH4s,"TATA KELOLA INVESTASI RUWET: TIRU CHINA, JEPANG JUGA MINTA TAMBAHAN BIAYA MRT TAHAP II",20230629,3124,https://www.youtube.com/watch?v=oLb4BkcJH4s,akbarfaizaluncensored/20230629_TATA KELOLA INVESTASI RUWET TIRU CHINA JEPANG JUGA MINTA TAM_oLb4BkcJH4s.docx,akbarfaizaluncensored/20230629_TATA KELOLA INVESTASI RUWET TIRU CHINA JEPANG JUGA MINTA TAM_oLb4BkcJH4s.json,
ERcY0EW8aCc,IMMANUEL EBENEZER: RELAWAN GANJAR RESMI CABUT DUKUNGAN. TANDA JOKOWI 'TINGGALKAN' GANJAR PRANOWO?,20230208,2314,https://www.youtube.com/watch?v=ERcY0EW8aCc,akbarfaizaluncensored/20230208_IMMANUEL EBENEZER RELAWAN GANJAR RESMI CABUT DUKUNGAN TANDA_ERcY0EW8aCc.docx,akbarfaizaluncensored/20230208_IMMANUEL EBENEZER RELAWAN GANJAR RESMI CABUT DUKUNGAN TANDA_ERcY0EW8aCc.json,"## OUTPUT 1: EMAIL SUMMARY ## Overview Immanuel Ebenezer, a prominent loyalist of President Joko Widodo and chairman of the Jokowi Mania (JoMan) volunteer group, has officially withdrawn his support for Ganjar Pranowo's presidential bid in 2024 and disbanded his 'Relawan Ganjar Pranowo' volunteer or"
0wWE2I_JM8s,"RAHMAT BAGJA, KETUA BAWASLU: KAMI TEGUR KAMPANYE ANIES AGAR POLARISASI TAK TERJADI LAGI",20230105,4024,https://www.youtube.com/watch?v=0wWE2I_JM8s,akbarfaizaluncensored/20230105_RAHMAT BAGJA KETUA BAWASLU KAMI TEGUR KAMPANYE ANIES AGAR PO_0wWE2I_JM8s.docx,akbarfaizaluncensored/20230105_RAHMAT BAGJA KETUA BAWASLU KAMI TEGUR KAMPANYE ANIES AGAR PO_0wWE2I_JM8s.json,"## Overview In a significant discussion on the upcoming 2024 Indonesian elections, Bawaslu Chairman Rahmat Bagja detailed the agency's efforts to ensure fair and unpoliticized electoral processes, particularly addressing the contentious issue of early campaigning and the integrity of voter data. The"
MdlYu48OtpE,IRMA HUTABARAT: PRESISI POLRI DENGAN BODY CAMERA,20220908,3850,https://www.youtube.com/watch?v=MdlYu48OtpE,akbarfaizaluncensored/20220908_IRMA HUTABARAT PRESISI POLRI DENGAN BODY CAMERA_MdlYu48OtpE.docx,akbarfaizaluncensored/20220908_IRMA HUTABARAT PRESISI POLRI DENGAN BODY CAMERA_MdlYu48OtpE.json,"## OUTPUT 1: EMAIL SUMMARY **Overview** This video features an interview with Irma Hutabarat, a long-time activist and co-founder of Indonesia Corruption Watch, discussing the recent murder case of Brigadier Joshua and its implications for the Indonesian National Police (Polri). Hutabarat argues tha"
izOKSLxz5Dk,BIVITRI SUSANTI GUGAT KOMISI III DPR-RI: PUJI-PUJIAN BERLEBIHAN MERUSAK POLRI,20220901,2907,https://www.youtube.com/watch?v=izOKSLxz5Dk,akbarfaizaluncensored/20220901_BIVITRI SUSANTI GUGAT KOMISI III DPR-RI PUJI-PUJIAN BERLEBIH_izOKSLxz5Dk.docx,akbarfaizaluncensored/20220901_BIVITRI SUSANTI GUGAT KOMISI III DPR-RI PUJI-PUJIAN BERLEBIH_izOKSLxz5Dk.json,"## Overview The discussion features constitutional law expert Bivitri Susanti and host Akbar Faizal, a former DPR member, critically analyzing the Indonesian House of Representatives' Commission III's performance during its recent hearing with the National Police (Polri) regarding the high-profile F"
0FjlXwJORzc,"MAMAN ABDURRAHMAN, DPR DARI GOLKAR: CAPRES GLAMOUR ELEKTABILITAS INTIMIDASI PARPOL | AF UNCENSORED",20220801,3349,https://www.youtube.com/watch?v=0FjlXwJORzc,akbarfaizaluncensored/20220801_MAMAN ABDURRAHMAN DPR DARI GOLKAR CAPRES GLAMOUR ELEKTABILIT_0FjlXwJORzc.docx,akbarfaizaluncensored/20220801_MAMAN ABDURRAHMAN DPR DARI GOLKAR CAPRES GLAMOUR ELEKTABILIT_0FjlXwJORzc.json,"## Overview This video features Maman Abdurrahman, a prominent member of the Indonesian House of Representatives (DPR) from the Golkar Party and Vice Chairman of Commission VII, in a candid discussion with host Akbar Faizal. Abdurrahman critically assesses the state of Indonesian democracy, particul"
J6OUUXWLiuA,PENGAKUAN PERTAMA AGUS RAHARDJO PASCA KPK: DITEKAN PADA KASUS BESAR HINGGA PERTARUNGAN INTERNAL KPK,20220728,3507,https://www.youtube.com/watch?v=J6OUUXWLiuA,akbarfaizaluncensored/20220728_PENGAKUAN PERTAMA AGUS RAHARDJO PASCA KPK DITEKAN PADA KASUS_J6OUUXWLiuA.docx,akbarfaizaluncensored/20220728_PENGAKUAN PERTAMA AGUS RAHARDJO PASCA KPK DITEKAN PADA KASUS_J6OUUXWLiuA.json,
eAU3uOMLyeU,KASUS BRIGADIR J: PRESIDEN GUSAR. PANGLIMA MELIBATKAN TNI. KAPOLRI BERTARUH.,20220726,3049,https://www.youtube.com/watch?v=eAU3uOMLyeU,akbarfaizaluncensored/20220726_KASUS BRIGADIR J PRESIDEN GUSAR PANGLIMA MELIBATKAN TNI KAPO_eAU3uOMLyeU.docx,akbarfaizaluncensored/20220726_KASUS BRIGADIR J PRESIDEN GUSAR PANGLIMA MELIBATKAN TNI KAPO_eAU3uOMLyeU.json,"I cannot fulfill this request. The provided transcript contains highly repetitive and nonsensical text after the timestamp [10:27], making it impossible to extract meaningful information or generate a coherent summary. The content appears to be corrupted."
1MzArGAhUDM,"BUDI ARIE SETIADI, KETUM PROJO: ""DEAL! GANJAR - ANIES JALAN TENGAH. TAPI ...?"" | AF UNCENSORED",20220602,2829,https://www.youtube.com/watch?v=1MzArGAhUDM,akbarfaizaluncensored/20220602_BUDI ARIE SETIADI KETUM PROJO DEAL GANJAR - ANIES JALAN TENG_1MzArGAhUDM.docx,akbarfaizaluncensored/20220602_BUDI ARIE SETIADI KETUM PROJO DEAL GANJAR - ANIES JALAN TENG_1MzArGAhUDM.json,"# OUTPUT 1: EMAIL SUMMARY ## Overview This discussion features Budi Arie Setiadi, the Chairman of Projo (Pro-Jokowi Volunteers), and host Akbar Faizal. They delve into the political landscape surrounding the upcoming 2024 elections, Projo's status as a non-party organization, and the potential influ"
85TzuPHIR7M,LANGSUNG DARI PARIS: DUBES URUSIN PESAWAT TEMPUR HINGGA PARIS FASHION WEEK,20220307,1651,https://www.youtube.com/watch?v=85TzuPHIR7M,akbarfaizaluncensored/20220307_LANGSUNG DARI PARIS DUBES URUSIN PESAWAT TEMPUR HINGGA PARIS_85TzuPHIR7M.docx,akbarfaizaluncensored/20220307_LANGSUNG DARI PARIS DUBES URUSIN PESAWAT TEMPUR HINGGA PARIS_85TzuPHIR7M.json,"## Overview This special episode of ""akbarfaizaluncensored"" features an interview with Umar Hadi, Indonesia's Ambassador to France, conducted directly from the Indonesian Embassy in Paris. The discussion primarily centers on Indonesia's recent acquisition of French Rafale fighter jets, exploring the"
MQ8hjKXPrPg,AF UNCENSORED 'MENGAUDIT FORENSIK' BISNIS PCR: MENGUNGKAP PROFITISASI PANDEMI | FT. AGUSTINUS,20211111,3683,https://www.youtube.com/watch?v=MQ8hjKXPrPg,akbarfaizaluncensored/20211111_AF UNCENSORED MENGAUDIT FORENSIK BISNIS PCR MENGUNGKAP PROFI_MQ8hjKXPrPg.docx,akbarfaizaluncensored/20211111_AF UNCENSORED MENGAUDIT FORENSIK BISNIS PCR MENGUNGKAP PROFI_MQ8hjKXPrPg.json,"OUTPUT 1: EMAIL SUMMARY ## Overview The ""AF UNCENSORED"" episode featuring Agustinus delves into allegations of profiteering from the PCR testing business during the COVID-19 pandemic in Indonesia. The discussion raises serious concerns about potential criminal corruption within the health sector, sp"
FbGOYJUNswQ,"KECEWA PARTAI LAMA GOMBAL, AKTIVIS DAN SELEBRITI RAME-RAME BIKIN PARPOL | AF UNCENSORED",20211101,3166,https://www.youtube.com/watch?v=FbGOYJUNswQ,akbarfaizaluncensored/20211101_KECEWA PARTAI LAMA GOMBAL AKTIVIS DAN SELEBRITI RAME-RAME BI_FbGOYJUNswQ.docx,akbarfaizaluncensored/20211101_KECEWA PARTAI LAMA GOMBAL AKTIVIS DAN SELEBRITI RAME-RAME BI_FbGOYJUNswQ.json,"## Overview This video features a discussion hosted by Akbar Faizal on the emergence of new political parties in Indonesia, specifically focusing on Partai Rakyat Adil Makmur (Prima) and Partai Pandai (Intelligent Party). Guests Agus Jabo, a seasoned activist and chairman of Prima, and Farhat Abbas,"
DTrkKs3mZSw,FERDINAND HUTAHAEAN: JOKOWI HARUS SEGERA MERESHUFFLE 5 MENTERI INI! | AF UNCENSORED,20211011,2792,https://www.youtube.com/watch?v=DTrkKs3mZSw,akbarfaizaluncensored/20211011_FERDINAND HUTAHAEAN JOKOWI HARUS SEGERA MERESHUFFLE 5 MENTER_DTrkKs3mZSw.docx,akbarfaizaluncensored/20211011_FERDINAND HUTAHAEAN JOKOWI HARUS SEGERA MERESHUFFLE 5 MENTER_DTrkKs3mZSw.json,"## Overview In an ""AF Uncensored"" interview, Ferdinand Hutahaean, a prominent political figure known for his shifting alliances, discussed his political journey, his reasons for supporting the current Joko Widodo administration, and offered strong criticisms of Indonesia's political landscape. He de"
k7aWb8BaRQg,PERCAYA COVID KONSPIRASI INTERNASIONAL ADALAH BENTUK KEMALASAN BERPIKIR,20210930,3322,https://www.youtube.com/watch?v=k7aWb8BaRQg,akbarfaizaluncensored/20210930_PERCAYA COVID KONSPIRASI INTERNASIONAL ADALAH BENTUK KEMALAS_k7aWb8BaRQg.docx,akbarfaizaluncensored/20210930_PERCAYA COVID KONSPIRASI INTERNASIONAL ADALAH BENTUK KEMALAS_k7aWb8BaRQg.json,"## Overview This video features a discussion between Akbar Faizal and Professor Sulfikar Amir, an Associate Professor at NTU Singapore and an expert in disaster sociology, on Indonesia's handling of the COVID-19 pandemic and future preparedness. Prof. Amir shares insights from his comparative resear"
6Nzn7ZXH6do,"""BOM BALI ITU JIHAD YANG SALAH"" | AFU FT. ALI IMRON & KEN SETIAWAN (2)",20210503,2834,https://www.youtube.com/watch?v=6Nzn7ZXH6do,akbarfaizaluncensored/20210503_BOM BALI ITU JIHAD YANG SALAH  AFU FT ALI IMRON  KEN SETIAWA_6Nzn7ZXH6do.docx,akbarfaizaluncensored/20210503_BOM BALI ITU JIHAD YANG SALAH  AFU FT ALI IMRON  KEN SETIAWA_6Nzn7ZXH6do.json,"## Overview This video features a candid discussion with Ali Imron, a convicted Bali bomber, and Ken Setiawan from the NII Crisis Center, focusing on the Bali bombings, radicalization, and national security in Indonesia. Ali Imron, a key figure in the 2002 Bali bombings, offers a profound reflection"
mzMLHKDDFCY,"ANIES NGOTOT JUAL, PRASETYO BERKERAS NOLAK. SIAPA INCAR SAHAM PRODUSEN ANKER BIR INI?",20210315,2858,https://www.youtube.com/watch?v=mzMLHKDDFCY,akbarfaizaluncensored/20210315_ANIES NGOTOT JUAL PRASETYO BERKERAS NOLAK SIAPA INCAR SAHAM_mzMLHKDDFCY.docx,akbarfaizaluncensored/20210315_ANIES NGOTOT JUAL PRASETYO BERKERAS NOLAK SIAPA INCAR SAHAM_mzMLHKDDFCY.json,"## OUTPUT 1: EMAIL SUMMARY **Subject: Jakarta DPRD Rejects Proposal to Sell PT Delta Jakarta Shares** **Overview** This discussion centers on the Jakarta Provincial Government's (Pemda DKI) proposal to sell its shares in PT Delta Jakarta, a producer of alcoholic beverages. The proposal, which aligns"
cdQgQisRs6s,"HARIS PERTAMA: ""ABU JANDA HARUS DIHUKUM SEBAGAI EFEK JERA BAGI PARA BUZZER"" | AFU FT. HARIS P",20210215,2910,https://www.youtube.com/watch?v=cdQgQisRs6s,akbarfaizaluncensored/20210215_HARIS PERTAMA ABU JANDA HARUS DIHUKUM SEBAGAI EFEK JERA BAGI_cdQgQisRs6s.docx,akbarfaizaluncensored/20210215_HARIS PERTAMA ABU JANDA HARUS DIHUKUM SEBAGAI EFEK JERA BAGI_cdQgQisRs6s.json,"The YouTube video ""HARIS PERTAMA: 'ABU JANDA HARUS DIHUKUM SEBAGAI EFEK JERA BAGI PARA BUZZER'"" features an interview with Haris Pertama, the chairman of KNPI (Komite Nasional Pemuda Indonesia), conducted by Akbar Faisal. The discussion centers around why Haris chose to report Abu Janda (Permadi Ary"
G5h3hm58MS4,"Fadjroel: ""Saya total bela hak berbicara, tapi tidak yang langgar hukum"" | AF Uncensored ft Fadjroel",20201228,4090,https://www.youtube.com/watch?v=G5h3hm58MS4,akbarfaizaluncensored/20201228_Fadjroel Saya total bela hak berbicara tapi tidak yang langg_G5h3hm58MS4.docx,akbarfaizaluncensored/20201228_Fadjroel Saya total bela hak berbicara tapi tidak yang langg_G5h3hm58MS4.json,"## OUTPUT 1: EMAIL SUMMARY ## Overview This episode of Akbar Faizal Uncensored features Fadjroel Rachman, the Presidential Spokesperson, discussing his role, his journey from activism to government, and his perspective on freedom of speech versus legal boundaries. He shares personal anecdotes about "
UJLuU9yroaA,Benarkah Keputusan Memilih Vaksin Sinovac China? | AF Uncensored ft. Daeng M Faqih (KETUM PB IDI),20201207,3119,https://www.youtube.com/watch?v=UJLuU9yroaA,akbarfaizaluncensored/20201207_Benarkah Keputusan Memilih Vaksin Sinovac China  AF Uncensor_UJLuU9yroaA.docx,akbarfaizaluncensored/20201207_Benarkah Keputusan Memilih Vaksin Sinovac China  AF Uncensor_UJLuU9yroaA.json,"===== OUTPUT 1: EMAIL SUMMARY ===== ## Overview This video features an in-depth discussion between host Akbar Faisal and Dr. Daeng M. Faqih, the Chairman of the Indonesian Medical Association (IDI), regarding Indonesia’s handling of the COVID-19 pandemic and the broader state of its healthcare syste"
bplJ2pzNKHs,Pemerintah Saudi Khawatirkan Keselamatan Jiwa Habib Rizieq | AF Uncensored ft. Munarman PART 1,20201123,2518,https://www.youtube.com/watch?v=bplJ2pzNKHs,akbarfaizaluncensored/20201123_Pemerintah Saudi Khawatirkan Keselamatan Jiwa Habib Rizieq_bplJ2pzNKHs.docx,akbarfaizaluncensored/20201123_Pemerintah Saudi Khawatirkan Keselamatan Jiwa Habib Rizieq_bplJ2pzNKHs.json,
T7ReQLDlpDs,Akbar Faizal paksa Tsamara Amany buka-bukaan | #AkbarFaizalUncensored ft. Tsamara Amany,20200928,2786,https://www.youtube.com/watch?v=T7ReQLDlpDs,akbarfaizaluncensored/20200928_Akbar Faizal paksa Tsamara Amany buka-bukaan  AkbarFaizalUnc_T7ReQLDlpDs.docx,akbarfaizaluncensored/20200928_Akbar Faizal paksa Tsamara Amany buka-bukaan  AkbarFaizalUnc_T7ReQLDlpDs.json,"## OUTPUT 1: EMAIL SUMMARY ## Overview This episode of ""Akbar Faizal Uncensored"" features an interview with Tsamara Amany, a politician from the Indonesian Solidarity Party (PSI), who is currently pursuing her master's degree in the United States. The discussion primarily revolves around her politic"
